,latitude,longitude,timestamp,value,pollutant,date
1132,42.62557,20.89621,2020-06-10 15:00:00+00:00,75.0,co,2020-06-10 15:00:00+00:00
1208,55.99404,37.172142,2017-09-11 08:00:00+00:00,370.0,co,2017-09-11 08:00:00+00:00
1283,45.80034,15.974072,2020-06-10 22:00:00+00:00,0.0,co,2020-06-10 22:00:00+00:00
1371,41.25112,29.03828,2018-06-21 13:00:00+00:00,270.0,co,2018-06-21 13:00:00+00:00
1387,55.990154,37.227837,2017-09-11 08:00:00+00:00,270.0,co,2017-09-11 08:00:00+00:00
1480,55.77719,37.472652,2017-09-11 08:00:00+00:00,440.0,co,2017-09-11 08:00:00+00:00
1484,53.34722,-6.266667,2018-04-30 13:00:00+00:00,0.05735562,co,2018-04-30 13:00:00+00:00
1518,24.162197,120.61692,2020-06-11 01:00:00+00:00,0.39,co,2020-06-11 01:00:00+00:00
1585,47.676113,17.649736,2017-07-11 00:00:00+00:00,539.0075,co,2017-07-11 00:00:00+00:00
1600,47.79,18.746122,2017-07-11 00:00:00+00:00,260.85773,co,2017-07-11 00:00:00+00:00
1620,22.564137,120.42531,2020-06-11 01:00:00+00:00,0.14,co,2020-06-11 01:00:00+00:00
1626,47.402916,8.613398,2020-06-11 01:00:00+00:00,159.1,co,2020-06-11 01:00:00+00:00
1706,47.054474,12.958378,2017-07-20 19:00:00+00:00,134.82613,co,2017-07-20 19:00:00+00:00
2036,-33.682777,150.90361,2020-06-11 00:00:00+00:00,0.3,co,2020-06-11 00:00:00+00:00
2047,-38.239292,146.3873,2020-06-11 01:00:00+00:00,0.3,co,2020-06-11 01:00:00+00:00
2467,-23.518705,-46.74332,2017-10-27 18:00:00+00:00,1.1,co,2017-10-27 18:00:00+00:00
2475,-23.531395,-46.83578,2017-10-27 18:00:00+00:00,0.6,co,2017-10-27 18:00:00+00:00
2835,51.0814,-114.1403,2020-06-11 00:00:00+00:00,0.12,co,2020-06-11 00:00:00+00:00
3005,53.077152,8.81578,2020-06-11 00:00:00+00:00,170.0,co,2020-06-11 00:00:00+00:00
3010,51.75413,14.325549,2016-12-21 11:00:00+00:00,450.0,co,2016-12-21 11:00:00+00:00
3061,53.63829,9.998009,2019-12-31 01:00:00+00:00,330.0,co,2019-12-31 01:00:00+00:00
3073,48.48933,9.21079,2020-05-14 07:00:00+00:00,500.0,co,2020-05-14 07:00:00+00:00
3091,43.3675,-4.04278,2020-06-10 01:00:00+00:00,100.0,co,2020-06-10 01:00:00+00:00
3103,40.051945,-0.18972223,2020-06-11 00:00:00+00:00,100.0,co,2020-06-11 00:00:00+00:00
3112,28.133732,-15.432823,2020-06-04 02:00:00+00:00,300.0,co,2020-06-04 02:00:00+00:00
3184,43.34639,-4.06417,2020-06-10 01:00:00+00:00,400.0,co,2020-06-10 01:00:00+00:00
3258,41.73028,1.8253064,2018-07-31 11:00:00+00:00,300.0,co,2018-07-31 11:00:00+00:00
3373,41.509724,-5.746389,2018-12-26 09:00:00+00:00,700.0,co,2018-12-26 09:00:00+00:00
3854,29.5364,75.0158,2020-06-10 16:30:00+00:00,820.0,co,2020-06-10 16:30:00+00:00
4900,28.725645,77.74967,2020-06-10 02:00:00+00:00,550.0,co,2020-06-10 02:00:00+00:00
5641,22.49929,88.36917,2020-06-10 21:30:00+00:00,320.0,co,2020-06-10 21:30:00+00:00
5702,12.9352045,77.68145,2020-06-11 01:45:00+00:00,600.0,co,2020-06-11 01:45:00+00:00
6070,18.91,72.82,2020-06-10 21:15:00+00:00,380.0,co,2020-06-10 21:15:00+00:00
6312,28.531345,77.190155,2020-06-10 01:30:00+00:00,800.0,co,2020-06-10 01:30:00+00:00
6373,28.422682,77.14894,2020-06-11 01:30:00+00:00,760.0,co,2020-06-11 01:30:00+00:00
6541,9.969447,76.32118,2020-06-11 01:45:00+00:00,1370.0,co,2020-06-11 01:45:00+00:00
6625,28.56789,77.25052,2020-06-11 01:15:00+00:00,1400.0,co,2020-06-11 01:15:00+00:00
7013,40.83139,8.405278,2020-06-10 18:00:00+00:00,106.5,co,2020-06-10 18:00:00+00:00
7468,42.46639,14.21306,2020-06-10 23:00:00+00:00,560.0,co,2020-06-10 23:00:00+00:00
7490,45.16444,10.78194,2020-06-03 19:00:00+00:00,469.095,co,2020-06-03 19:00:00+00:00
7835,45.44034,8.61969,2020-06-10 23:00:00+00:00,300.0,co,2020-06-10 23:00:00+00:00
7883,42.53417,12.52194,2020-06-10 22:00:00+00:00,700.0,co,2020-06-10 22:00:00+00:00
8358,20.68,-103.39833,2020-06-11 00:00:00+00:00,0.21,co,2020-06-11 00:00:00+00:00
8486,20.565228,-101.18824,2020-06-11 00:00:00+00:00,3.15,co,2020-06-11 00:00:00+00:00
9750,45.238644,19.835705,2020-06-11 01:00:00+00:00,425.17,co,2020-06-11 01:00:00+00:00
9897,45.821484,20.454008,2020-06-11 01:00:00+00:00,132.78,co,2020-06-11 01:00:00+00:00
10308,18.791092,98.98866,2020-06-11 00:00:00+00:00,0.34,co,2020-06-11 00:00:00+00:00
10738,38.650715,-121.50665,2017-06-01 17:00:00+00:00,0.0,co,2017-06-01 17:00:00+00:00
11209,40.85355,-73.9661,2020-05-26 12:00:00+00:00,1.1,co,2020-05-26 12:00:00+00:00
11648,37.864765,-122.30274,2020-06-11 00:00:00+00:00,0.61,co,2020-06-11 00:00:00+00:00
11718,39.787933,-86.13088,2020-06-11 00:00:00+00:00,0.34,co,2020-06-11 00:00:00+00:00
12655,39.0553,-76.8783,2020-06-11 00:00:00+00:00,0.12,co,2020-06-11 00:00:00+00:00
12786,33.62999,-117.67587,2020-06-10 23:00:00+00:00,0.13,co,2020-06-10 23:00:00+00:00
13285,41.13075,30.00658,2018-10-13 20:00:00+00:00,86.0,o3,2018-10-13 20:00:00+00:00
13292,-11.981636,-76.999245,2020-06-11 01:00:00+00:00,19.85,o3,2020-06-11 01:00:00+00:00
13408,31.81847,34.66911,2019-04-03 21:00:00+00:00,0.0138,o3,2019-04-03 21:00:00+00:00
13633,59.409744,27.2786,2020-06-11 02:00:00+00:00,51.3456,o3,2020-06-11 02:00:00+00:00
13656,40.857872,29.120995,2018-06-16 15:00:00+00:00,9.0,o3,2018-06-16 15:00:00+00:00
13661,53.18722,-6.121667,2020-06-09 16:00:00+00:00,64.115,o3,2020-06-09 16:00:00+00:00
13796,22.674862,120.292915,2020-06-11 01:00:00+00:00,0.021,o3,2020-06-11 01:00:00+00:00
13852,58.702778,26.758898,2020-06-11 02:00:00+00:00,40.0009,o3,2020-06-11 02:00:00+00:00
13855,36.792,119.952,2020-06-11 01:00:00+00:00,90.0,o3,2020-06-11 01:00:00+00:00
13928,42.53488,1.716986,2020-06-11 01:00:00+00:00,83.0,o3,2020-06-11 01:00:00+00:00
14391,47.156483,9.822944,2020-06-10 18:00:00+00:00,61.038,o3,2020-06-10 18:00:00+00:00
14401,48.20815,16.373253,2020-06-10 18:00:00+00:00,58.765,o3,2020-06-10 18:00:00+00:00
14574,48.306118,14.2975025,2020-06-10 18:00:00+00:00,34.419,o3,2020-06-10 18:00:00+00:00
14648,46.626617,14.299145,2020-06-10 18:00:00+00:00,68.155,o3,2020-06-10 18:00:00+00:00
14742,47.217224,15.628333,2017-07-20 19:00:00+00:00,0.0,o3,2017-07-20 19:00:00+00:00
14747,47.63056,13.796667,2020-06-10 17:00:00+00:00,47.37,o3,2020-06-10 17:00:00+00:00
14772,48.301373,16.304691,2016-12-12 09:00:00+00:00,44.0,o3,2016-12-12 09:00:00+00:00
14853,47.125847,13.806927,2016-12-12 09:00:00+00:00,66.0,o3,2016-12-12 09:00:00+00:00
15094,-27.6528,152.774,2020-06-11 01:00:00+00:00,0.014,o3,2020-06-11 01:00:00+00:00
15106,-34.066666,150.79527,2020-06-11 00:00:00+00:00,0.004,o3,2020-06-11 00:00:00+00:00
15127,-27.7708,153.03,2020-06-11 01:00:00+00:00,0.019,o3,2020-06-11 01:00:00+00:00
15204,-34.41861,150.88638,2020-06-11 00:00:00+00:00,0.013,o3,2020-06-11 00:00:00+00:00
16585,43.2561,-79.8617,2020-06-11 00:00:00+00:00,0.035,o3,2020-06-11 00:00:00+00:00
17171,46.2406,-63.1306,2020-06-11 00:00:00+00:00,0.027,o3,2020-06-11 00:00:00+00:00
19090,50.683525,14.041195,2020-06-11 00:00:00+00:00,73.6,o3,2020-06-11 00:00:00+00:00
19303,49.6287,8.3649,2020-06-11 00:00:00+00:00,74.15,o3,2020-06-11 00:00:00+00:00
19327,54.436985,12.721938,2020-05-14 08:00:00+00:00,77.37,o3,2020-05-14 08:00:00+00:00
19354,48.173195,11.648036,2020-06-11 00:00:00+00:00,46.43,o3,2020-06-11 00:00:00+00:00
19395,52.800774,10.756733,2020-05-14 08:00:00+00:00,60.6,o3,2020-05-14 08:00:00+00:00
19400,49.991516,9.117973,2020-06-11 00:00:00+00:00,27.51,o3,2020-06-11 00:00:00+00:00
19444,52.47319,13.225144,2020-06-11 00:00:00+00:00,65.41,o3,2020-06-11 00:00:00+00:00
19458,48.048656,8.463597,2020-05-14 07:00:00+00:00,55.187,o3,2020-05-14 07:00:00+00:00
19475,50.933514,11.597062,2020-06-11 00:00:00+00:00,29.94,o3,2020-06-11 00:00:00+00:00
19668,43.250557,-2.155,2020-06-10 03:00:00+00:00,72.0,o3,2020-06-10 03:00:00+00:00
19695,43.302776,-1.9844445,2017-07-20 10:00:00+00:00,33.0,o3,2017-07-20 10:00:00+00:00
19839,41.27417,-3.1425,2020-06-10 06:00:00+00:00,27.17,o3,2020-06-10 06:00:00+00:00
19861,39.45028,-0.3963889,2020-06-10 21:00:00+00:00,76.0,o3,2020-06-10 21:00:00+00:00
20017,41.42608,2.1479921,2020-06-05 22:00:00+00:00,59.0,o3,2020-06-05 22:00:00+00:00
20051,40.47917,-3.37778,2020-06-10 01:00:00+00:00,46.0,o3,2020-06-10 01:00:00+00:00
20098,39.988888,-0.02611111,2020-06-11 00:00:00+00:00,58.0,o3,2020-06-11 00:00:00+00:00
20207,67.96735,24.112219,2020-06-11 01:00:00+00:00,62.806423,o3,2020-06-11 01:00:00+00:00
20414,43.562527,7.0072184,2020-06-10 22:00:00+00:00,21.7,o3,2020-06-10 22:00:00+00:00
20426,43.331394,5.117774,2020-06-11 00:00:00+00:00,81.1,o3,2020-06-11 00:00:00+00:00
20444,43.13223,5.992203,2016-12-05 17:00:00+00:00,64.25,o3,2016-12-05 17:00:00+00:00
20566,46.586933,0.3585832,2020-06-11 00:00:00+00:00,51.6,o3,2020-06-11 00:00:00+00:00
20612,45.057827,5.676697,2020-06-10 23:00:00+00:00,31.5,o3,2020-06-10 23:00:00+00:00
20799,45.274723,6.349722,2020-06-10 23:00:00+00:00,27.5,o3,2020-06-10 23:00:00+00:00
21053,45.894196,3.115052,2018-08-23 12:00:00+00:00,114.8,o3,2018-08-23 12:00:00+00:00
21090,45.923634,6.713613,2020-06-10 23:00:00+00:00,26.4,o3,2020-06-10 23:00:00+00:00
21134,45.481785,4.4296646,2020-06-10 23:00:00+00:00,46.7,o3,2020-06-10 23:00:00+00:00
21231,50.129425,1.610832,2020-06-10 23:00:00+00:00,47.0,o3,2020-06-10 23:00:00+00:00
21379,45.608807,0.09972198,2020-01-13 10:00:00+00:00,45.1,o3,2020-01-13 10:00:00+00:00
21493,49.19222,-0.39118308,2020-06-11 00:00:00+00:00,45.3,o3,2020-06-11 00:00:00+00:00
21789,50.73957,-1.826744,2020-06-11 01:00:00+00:00,82.0,o3,2020-06-11 01:00:00+00:00
23019,22.282778,114.219444,2020-06-11 01:00:00+00:00,15.0,o3,2020-06-11 01:00:00+00:00
23760,22.06047,88.10973,2020-01-27 07:45:00+00:00,0.0,o3,2020-01-27 07:45:00+00:00
23953,26.26825,73.01939,2020-06-11 01:30:00+00:00,16.16,o3,2020-06-11 01:30:00+00:00
24166,28.470692,77.10994,2020-06-11 02:00:00+00:00,25.77,o3,2020-06-11 02:00:00+00:00
25626,28.657381,77.15855,2020-06-11 02:00:00+00:00,0.0,o3,2020-06-11 02:00:00+00:00
25771,12.951913,77.53979,2020-06-10 09:45:00+00:00,18.6,o3,2020-06-10 09:45:00+00:00
25887,28.65274,77.29779,2018-03-16 23:30:00+00:00,38.0,o3,2018-03-16 23:30:00+00:00
26712,44.65061,10.90633,2020-06-10 21:00:00+00:00,56.0,o3,2020-06-10 21:00:00+00:00
27556,44.83972,11.961111,2020-06-10 21:00:00+00:00,62.0,o3,2020-06-10 21:00:00+00:00
28380,45.148335,9.940278,2020-06-10 21:00:00+00:00,34.10193,o3,2020-06-10 21:00:00+00:00
28496,44.662224,11.639444,2020-06-10 21:00:00+00:00,53.0,o3,2020-06-10 21:00:00+00:00
28506,44.82389,9.830278,2020-06-10 21:00:00+00:00,56.0,o3,2020-06-10 21:00:00+00:00
28523,44.6582,10.2894,2020-05-05 23:00:00+00:00,45.0,o3,2020-05-05 23:00:00+00:00
29065,19.4116,-99.1522,2020-06-10 23:00:00+00:00,0.058,o3,2020-06-10 23:00:00+00:00
29193,21.108683,-101.68863,2020-06-11 00:00:00+00:00,0.045,o3,2020-06-11 00:00:00+00:00
29710,52.1116,5.70842,2020-06-11 00:00:00+00:00,45.66,o3,2020-06-11 00:00:00+00:00
29729,51.8382,5.85694,2020-06-11 00:00:00+00:00,39.69,o3,2020-06-11 00:00:00+00:00
29981,59.9601,10.49027,2020-06-11 00:00:00+00:00,51.0,o3,2020-06-11 00:00:00+00:00
31329,52.560833,19.688612,2017-01-08 07:00:00+00:00,6.9,o3,2017-01-08 07:00:00+00:00
31351,37.091667,-8.249722,2020-06-10 23:00:00+00:00,91.7,o3,2020-06-10 23:00:00+00:00
31492,38.619446,-9.081111,2020-06-10 23:00:00+00:00,89.0,o3,2020-06-10 23:00:00+00:00
31563,38.635555,-8.690556,2020-06-11 00:00:00+00:00,77.0,o3,2020-06-11 00:00:00+00:00
32247,44.616642,26.11663,2020-06-11 01:00:00+00:00,43.837784,o3,2020-06-11 01:00:00+00:00
32497,47.73989,26.658577,2020-06-11 01:00:00+00:00,21.070072,o3,2020-06-11 01:00:00+00:00
32500,45.734566,22.99182,2020-06-11 01:00:00+00:00,8.042315,o3,2020-06-11 01:00:00+00:00
34554,46.6144,-90.6986,2020-06-10 23:00:00+00:00,0.032,o3,2020-06-10 23:00:00+00:00
34688,30.2211,-91.3153,2020-06-11 00:00:00+00:00,0.036,o3,2020-06-11 00:00:00+00:00
35140,38.5042,-76.8119,2020-06-11 00:00:00+00:00,0.025,o3,2020-06-11 00:00:00+00:00
35996,33.6906,-84.2731,2020-06-10 23:00:00+00:00,0.016,o3,2020-06-10 23:00:00+00:00
36469,42.5467,-83.0061,2020-06-11 00:00:00+00:00,0.037,o3,2020-06-11 00:00:00+00:00
36505,27.3503,-82.4797,2020-06-08 23:00:00+00:00,0.016,o3,2020-06-08 23:00:00+00:00
36719,33.5856,-84.0667,2020-06-11 00:00:00+00:00,0.017,o3,2020-06-11 00:00:00+00:00
37057,40.67025,-74.12608,2020-06-11 00:00:00+00:00,0.025,o3,2020-06-11 00:00:00+00:00
37663,32.538364,-86.232346,2017-11-02 10:00:00+00:00,0.01,o3,2017-11-02 10:00:00+00:00
37811,47.568237,-122.308624,2020-06-11 00:00:00+00:00,0.022,o3,2020-06-11 00:00:00+00:00
38042,40.51408,-75.7897,2020-06-11 00:00:00+00:00,0.029,o3,2020-06-11 00:00:00+00:00
39126,30.038055,-95.38111,2016-03-06 19:00:00+00:00,0.045,o3,2016-03-06 19:00:00+00:00
40664,40.310024,-82.69173,2018-07-25 15:00:00+00:00,0.046,o3,2018-07-25 15:00:00+00:00
41599,30.011667,-95.5225,2016-03-06 19:00:00+00:00,0.046,o3,2016-03-06 19:00:00+00:00
42655,42.8875,-73.2497,2020-06-11 00:00:00+00:00,0.056,o3,2020-06-11 00:00:00+00:00
42661,41.705227,-76.512726,2020-06-11 00:00:00+00:00,0.037,o3,2020-06-11 00:00:00+00:00
42694,39.5327,-84.7286,2020-06-11 00:00:00+00:00,0.048,o3,2020-06-11 00:00:00+00:00
42807,35.587143,-83.07416,2020-06-11 00:00:00+00:00,0.02,o3,2020-06-11 00:00:00+00:00
43146,44.4428,-87.5061,2020-06-11 00:00:00+00:00,0.012,o3,2020-06-11 00:00:00+00:00
43353,38.7717,-77.1089,2020-06-11 00:00:00+00:00,0.032,o3,2020-06-11 00:00:00+00:00
43497,32.38,-104.2622,2020-06-11 00:00:00+00:00,0.061,o3,2020-06-11 00:00:00+00:00
43508,27.8333,-97.5558,2020-06-10 14:00:00+00:00,0.026,o3,2020-06-10 14:00:00+00:00
43742,28.8358,-97.0056,2020-06-10 14:00:00+00:00,0.036,o3,2020-06-10 14:00:00+00:00
43764,42.9533,-82.4564,2020-06-11 00:00:00+00:00,0.035,o3,2020-06-11 00:00:00+00:00
44129,41.8553,-87.7525,2020-06-11 00:00:00+00:00,0.025,o3,2020-06-11 00:00:00+00:00
44211,38.494476,-121.21113,2020-06-10 23:00:00+00:00,0.059,o3,2020-06-10 23:00:00+00:00
44619,41.058617,-74.25555,2020-06-11 00:00:00+00:00,0.031,o3,2020-06-11 00:00:00+00:00
44688,45.168,-92.7651,2020-06-11 00:00:00+00:00,0.032,o3,2020-06-11 00:00:00+00:00
44742,37.3297,-80.5578,2020-06-11 00:00:00+00:00,0.02,o3,2020-06-11 00:00:00+00:00
44907,40.8142,-79.565,2020-06-11 00:00:00+00:00,0.023,o3,2020-06-11 00:00:00+00:00
46406,40.2169,-110.1823,2020-06-11 00:00:00+00:00,0.044,o3,2020-06-11 00:00:00+00:00
46894,42.5275,-108.7203,2020-06-11 00:00:00+00:00,0.049,o3,2020-06-11 00:00:00+00:00
47157,45.2108,-93.6686,2020-06-11 00:00:00+00:00,0.038,o3,2020-06-11 00:00:00+00:00
48453,46.080276,18.211123,2020-06-11 01:00:00+00:00,3.7419767,no2,2020-06-11 01:00:00+00:00
48459,30.98501,34.932,2019-02-17 22:00:00+00:00,0.0181,no2,2019-02-17 22:00:00+00:00
48504,50.94536,3.1524017,2020-06-11 01:00:00+00:00,28.5,no2,2020-06-11 01:00:00+00:00
48566,39.90395,30.05295,2018-10-13 20:00:00+00:00,14.0,no2,2018-10-13 20:00:00+00:00
48656,51.2835,4.349496,2018-01-18 03:00:00+00:00,28.5,no2,2018-01-18 03:00:00+00:00
48995,50.91302,4.512184,2020-06-11 01:00:00+00:00,15.0,no2,2020-06-11 01:00:00+00:00
49051,50.939713,5.3683786,2017-01-06 10:00:00+00:00,49.5,no2,2017-01-06 10:00:00+00:00
49242,23.554838,120.34553,2020-06-11 01:00:00+00:00,0.0054,no2,2020-06-11 01:00:00+00:00
49282,47.917862,106.84806,2018-01-08 00:00:00+00:00,43.0,no2,2018-01-08 00:00:00+00:00
49303,23.115097,120.29714,2020-06-11 01:00:00+00:00,0.0046,no2,2020-06-11 01:00:00+00:00
49382,37.99946,23.733047,2020-06-11 01:00:00+00:00,32.0,no2,2020-06-11 01:00:00+00:00
49390,40.83826,29.5803,2018-10-13 21:00:00+00:00,12.0,no2,2018-10-13 21:00:00+00:00
49396,29.554579,34.94873,2019-04-03 21:00:00+00:00,0.0197,no2,2019-04-03 21:00:00+00:00
49436,49.72226,6.30533,2020-06-10 22:00:00+00:00,8.3,no2,2020-06-10 22:00:00+00:00
49446,30.9414,117.7806,2018-10-13 21:00:00+00:00,36.0,no2,2018-10-13 21:00:00+00:00
49447,56.950607,24.115871,2020-06-10 10:00:00+00:00,20.39209,no2,2020-06-10 10:00:00+00:00
49523,-12.008889,-77.08447,2020-06-11 00:00:00+00:00,9.2,no2,2020-06-11 00:00:00+00:00
49834,48.248993,16.357079,2020-06-10 18:00:00+00:00,5.4601603,no2,2020-06-10 18:00:00+00:00
49900,47.041924,15.4341345,2016-12-12 09:00:00+00:00,73.0,no2,2016-12-12 09:00:00+00:00
49911,47.15407,13.50508,2017-07-20 19:00:00+00:00,15.872007,no2,2017-07-20 19:00:00+00:00
50122,46.828033,12.765599,2017-07-20 19:00:00+00:00,16.869999,no2,2017-07-20 19:00:00+00:00
50171,48.205555,16.310532,2016-12-12 09:00:00+00:00,15.0,no2,2016-12-12 09:00:00+00:00
50213,48.188374,16.30002,2020-06-10 18:00:00+00:00,24.771797,no2,2020-06-10 18:00:00+00:00
50434,48.083332,16.337223,2020-06-10 18:00:00+00:00,25.146612,no2,2020-06-10 18:00:00+00:00
50572,48.125027,16.331642,2016-12-12 09:00:00+00:00,19.0,no2,2016-12-12 09:00:00+00:00
50918,-33.932777,150.90584,2020-06-11 00:00:00+00:00,0.01,no2,2020-06-11 00:00:00+00:00
51599,-23.360752,-47.8708,2017-10-27 18:00:00+00:00,3.0,no2,2017-10-27 18:00:00+00:00
51638,-23.192003,-46.8971,2017-10-27 18:00:00+00:00,31.0,no2,2017-10-27 18:00:00+00:00
53498,50.431396,7.460812,2020-06-11 00:00:00+00:00,14.25,no2,2020-06-11 00:00:00+00:00
53540,53.63829,9.998009,2019-12-31 01:00:00+00:00,25.4,no2,2019-12-31 01:00:00+00:00
53548,49.07655,8.40666,2020-05-14 07:00:00+00:00,18.329,no2,2020-05-14 07:00:00+00:00
53555,48.52023,9.05802,2020-05-14 07:00:00+00:00,46.408,no2,2020-05-14 07:00:00+00:00
53622,48.85321,11.777818,2020-06-11 00:00:00+00:00,3.69,no2,2020-06-11 00:00:00+00:00
53627,48.95218,10.59772,2020-06-11 00:00:00+00:00,5.4,no2,2020-06-11 00:00:00+00:00
53644,49.754192,6.646762,2020-06-11 00:00:00+00:00,15.61,no2,2020-06-11 00:00:00+00:00
53655,51.335873,12.334686,2020-06-11 00:00:00+00:00,12.18,no2,2020-06-11 00:00:00+00:00
53663,53.24696,10.4565,2020-06-11 00:00:00+00:00,7.94,no2,2020-06-11 00:00:00+00:00
53712,53.7153,7.21398,2020-06-11 00:00:00+00:00,15.68,no2,2020-06-11 00:00:00+00:00
53730,51.277645,7.231895,2020-06-11 00:00:00+00:00,22.99,no2,2020-06-11 00:00:00+00:00
53780,48.370235,10.896221,2020-06-11 00:00:00+00:00,12.59,no2,2020-06-11 00:00:00+00:00
53797,53.077152,8.81578,2020-06-11 00:00:00+00:00,9.79,no2,2020-06-11 00:00:00+00:00
53885,51.169437,6.439975,2020-06-11 00:00:00+00:00,40.13,no2,2020-06-11 00:00:00+00:00
53887,52.15369,10.45591,2020-06-11 00:00:00+00:00,8.01,no2,2020-06-11 00:00:00+00:00
53924,36.847454,-2.0381885,2018-10-12 21:50:00+00:00,3.0,no2,2018-10-12 21:50:00+00:00
53931,41.50556,-0.15194,2020-06-10 01:00:00+00:00,2.25,no2,2020-06-10 01:00:00+00:00
53932,38.132458,-4.801726,2018-10-12 21:20:00+00:00,7.0,no2,2018-10-12 21:20:00+00:00
54001,42.351944,-7.8769445,2020-06-06 01:00:00+00:00,7.3,no2,2020-06-06 01:00:00+00:00
54054,41.202232,1.6722,2020-06-05 22:00:00+00:00,8.0,no2,2020-06-05 22:00:00+00:00
54103,40.518055,-3.7744443,2020-06-05 22:00:00+00:00,18.0,no2,2020-06-05 22:00:00+00:00
54184,43.250557,-2.155,2020-06-10 03:00:00+00:00,0.0,no2,2020-06-10 03:00:00+00:00
54346,42.80722,-1.65139,2020-06-05 22:00:00+00:00,6.0,no2,2020-06-05 22:00:00+00:00
54351,43.24111,-2.8841667,2020-06-10 02:00:00+00:00,27.0,no2,2020-06-10 02:00:00+00:00
54395,37.37525,-6.005578,2018-10-12 21:50:00+00:00,24.0,no2,2018-10-12 21:50:00+00:00
54419,28.685984,-17.764587,2020-05-23 09:00:00+00:00,41.0,no2,2020-05-23 09:00:00+00:00
54452,40.388054,-3.651389,2020-06-05 22:00:00+00:00,21.0,no2,2020-06-05 22:00:00+00:00
54474,40.416668,-0.24916665,2020-06-10 21:00:00+00:00,3.0,no2,2020-06-10 21:00:00+00:00
54475,37.18568,-6.96414,2020-06-05 22:00:00+00:00,4.0,no2,2020-06-05 22:00:00+00:00
54521,37.38808,-5.99149,2020-06-06 01:00:00+00:00,2.0,no2,2020-06-06 01:00:00+00:00
54537,36.86495,-2.3905,2020-06-06 01:00:00+00:00,4.0,no2,2020-06-06 01:00:00+00:00
54650,60.98389,25.66218,2019-04-04 09:00:00+00:00,48.4,no2,2019-04-04 09:00:00+00:00
54690,62.28999,25.70917,2020-06-11 01:00:00+00:00,1.8,no2,2020-06-11 01:00:00+00:00
55092,46.82109,4.8350024,2020-06-10 23:00:00+00:00,8.9,no2,2020-06-10 23:00:00+00:00
55537,50.748238,2.259784,2020-06-10 23:00:00+00:00,17.9,no2,2020-06-10 23:00:00+00:00
55802,45.279682,5.8822045,2020-06-10 23:00:00+00:00,10.6,no2,2020-06-10 23:00:00+00:00
55821,49.15839,6.7316604,2020-05-05 06:00:00+00:00,11.2,no2,2020-05-05 06:00:00+00:00
55838,49.250713,4.0230603,2020-06-11 00:00:00+00:00,43.7,no2,2020-06-11 00:00:00+00:00
55857,43.610546,2.2299957,2020-06-10 21:00:00+00:00,7.4,no2,2020-06-10 21:00:00+00:00
55914,49.110256,6.2233396,2020-06-11 00:00:00+00:00,9.3,no2,2020-06-11 00:00:00+00:00
55958,-20.884737,55.45381,2020-06-10 21:00:00+00:00,0.7,no2,2020-06-10 21:00:00+00:00
56114,47.054443,-0.886111,2020-06-11 00:00:00+00:00,4.6,no2,2020-06-11 00:00:00+00:00
56161,48.881924,2.5072248,2020-06-10 22:00:00+00:00,18.7,no2,2020-06-10 22:00:00+00:00
56388,47.800568,3.5763907,2018-07-11 08:00:00+00:00,15.75,no2,2018-07-11 08:00:00+00:00
56568,46.656715,-0.7436811,2020-06-11 00:00:00+00:00,5.3,no2,2020-06-11 00:00:00+00:00
56869,53.579285,-2.093786,2020-06-11 00:00:00+00:00,5.0,no2,2020-06-11 00:00:00+00:00
58420,55.943195,-4.55973,2020-06-11 01:00:00+00:00,1.0,no2,2020-06-11 01:00:00+00:00
58754,51.374264,0.54797,2020-06-11 00:00:00+00:00,5.0,no2,2020-06-11 00:00:00+00:00
58865,53.38851,-3.025014,2020-06-11 01:00:00+00:00,15.0,no2,2020-06-11 01:00:00+00:00
59389,22.28,114.185,2020-06-11 01:00:00+00:00,37.2,no2,2020-06-11 01:00:00+00:00
59859,26.852728,80.99633,2018-02-22 04:00:00+00:00,9.56,no2,2018-02-22 04:00:00+00:00
60130,29.000267,76.99975,2020-06-10 16:30:00+00:00,18.51,no2,2020-06-10 16:30:00+00:00
61368,30.37959,76.77833,2020-06-10 16:30:00+00:00,28.44,no2,2020-06-10 16:30:00+00:00
62917,28.56923,77.393845,2020-06-10 21:30:00+00:00,18.3,no2,2020-06-10 21:30:00+00:00
63043,16.507013,80.62777,2019-11-05 04:00:00+00:00,1.58,no2,2019-11-05 04:00:00+00:00
63665,40.85,14.23139,2020-06-10 22:00:00+00:00,19.58,no2,2020-06-10 22:00:00+00:00
63787,41.55417,14.674722,2020-06-03 18:00:00+00:00,11.898832,no2,2020-06-03 18:00:00+00:00
63837,40.59194,17.11583,2020-06-10 23:00:00+00:00,4.16,no2,2020-06-10 23:00:00+00:00
63860,39.235832,9.115,2020-06-10 18:00:00+00:00,16.7833,no2,2020-06-10 18:00:00+00:00
64571,44.689,10.6636,2020-05-05 23:00:00+00:00,3.0,no2,2020-05-05 23:00:00+00:00
64641,45.816944,8.820278,2020-06-10 22:00:00+00:00,16.214293,no2,2020-06-10 22:00:00+00:00
64757,39.203335,8.386111,2020-06-10 18:00:00+00:00,0.7561,no2,2020-06-10 18:00:00+00:00
64778,44.013058,12.42,2020-06-10 21:00:00+00:00,10.0,no2,2020-06-10 21:00:00+00:00
65474,45.46639,11.387222,2020-06-10 19:00:00+00:00,17.0,no2,2020-06-10 19:00:00+00:00
